MAPA	CVE_ENT	NOM_ENT	NOM_ABR	CVE_MUN	NOM_MUN	CVE_LOC	NOM_LOC	AMBITO	LATITUD	LONGITUD	LAT_DECIMAL	LON_DECIMAL	ALTITUD	CVE_CARTA	POB_TOTAL	POB_MASCULINA	POB_FEMENINA	TOTAL DE VIVIENDAS HABITADAS
"010012281"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2281"	"La Primavera [Granja]"	"R"	"21°54´41.273"N"	"102°21´50.358"W"	"21.91146500"	"-102.36398800"	"1897"	"F13D18"	"6"	"*"	"*"	"2"
"010012282"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2282"	"Las Playas [Granja]"	"R"	"21°52´48.077"N"	"102°21´08.166"W"	"21.88002100"	"-102.35226800"	"1855"	"F13D18"	"-"	"-"	"-"	"-"
"010012283"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2283"	"Granja Lucy"	"R"	"21°53´55.610"N"	"102°21´05.947"W"	"21.89878000"	"-102.35165200"	"1886"	"F13D18"	"3"	"*"	"*"	"1"
"010012284"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2284"	"Granja San Nicolás"	"R"	"21°57´12.791"N"	"102°12´54.869"W"	"21.95355300"	"-102.21524100"	"1997"	"F13D19"	"3"	"*"	"*"	"1"
"010012285"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2285"	"Cotorina [Granja]"	"R"	"21°44´53.126"N"	"102°16´24.700"W"	"21.74809000"	"-102.27352700"	"1884"	"F13D29"	"2"	"*"	"*"	"1"
"010012287"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2287"	"Ninguno"	"R"	"21°40´45.879"N"	"102°23´49.164"W"	"21.67941000"	"-102.39699000"	"1894"	"F13D28"	"2"	"*"	"*"	"1"
"010012288"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2288"	"Ninguno"	"R"	"21°52´10.753"N"	"102°22´23.647"W"	"21.86965300"	"-102.37323500"	"1900"	"F13D18"	"5"	"*"	"*"	"1"
"010012290"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2290"	"Ninguno"	"R"	"21°50´41.371"N"	"102°21´50.677"W"	"21.84482500"	"-102.36407700"	"1862"	"F13D18"	"0"	"0"	"0"	"0"
"010012291"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2291"	"Ninguno"	"R"	"21°50´49.238"N"	"102°22´16.159"W"	"21.84701000"	"-102.37115500"	"1878"	"F13D18"	"3"	"*"	"*"	"1"
"010012292"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2292"	"Ninguno"	"R"	"21°44´25.000"N"	"102°16´43.000"W"	"21.74027700"	"-102.27861000"	"1876"	"F13D29"	"-"	"-"	"-"	"-"
"010012293"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2293"	"Ninguno"	"R"	"21°44´43.982"N"	"102°23´53.394"W"	"21.74555000"	"-102.39816500"	"1851"	"F13D28"	"-"	"-"	"-"	"-"
"010012294"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2294"	"El Arquito"	"R"	"21°44´02.395"N"	"102°28´53.555"W"	"21.73399800"	"-102.48154200"	"1843"	"F13D28"	"0"	"0"	"0"	"0"
"010012295"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2295"	"Loma el Cascarón"	"R"	"21°46´50.551"N"	"102°10´38.072"W"	"21.78070800"	"-102.17724200"	"2001"	"F13D19"	"0"	"0"	"0"	"0"
"010012297"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2297"	"Trojes de Alonso"	"R"	"21°56´36.120"N"	"102°18´04.873"W"	"21.94336600"	"-102.30135400"	"1889"	"F13D19"	"-"	"-"	"-"	"-"
"010012298"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2298"	"Sorayama"	"R"	"21°54´06.045"N"	"102°12´49.942"W"	"21.90167900"	"-102.21387300"	"1963"	"F13D19"	"1"	"*"	"*"	"1"
"010012299"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2299"	"La Cabaña"	"R"	"21°45´37.242"N"	"102°07´20.903"W"	"21.76034500"	"-102.12247200"	"1982"	"F13D19"	"11"	"*"	"*"	"2"
"010012300"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2300"	"El Pozo"	"R"	"21°53´03.919"N"	"102°19´58.469"W"	"21.88442200"	"-102.33290700"	"1859"	"F13D19"	"-"	"-"	"-"	"-"
"010012301"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2301"	"Loma Alta el Paraíso"	"R"	"21°52´00.269"N"	"102°13´42.526"W"	"21.86674100"	"-102.22847900"	"1983"	"F13D19"	"43"	"24"	"19"	"14"
"010012302"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2302"	"El Llano"	"R"	"21°43´49.019"N"	"102°16´40.439"W"	"21.73028200"	"-102.27789900"	"1878"	"F13D29"	"0"	"0"	"0"	"0"
"010012303"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2303"	"La Morada"	"R"	"21°45´36.000"N"	"102°08´17.425"W"	"21.76000000"	"-102.13817300"	"1978"	"F13D19"	"19"	"8"	"11"	"3"
"010012304"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2304"	"El Ocal"	"R"	"21°49´06.632"N"	"102°12´49.778"W"	"21.81850800"	"-102.21382700"	"1998"	"F13D19"	"7"	"*"	"*"	"1"
"010012305"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2305"	"La Palma Dos"	"R"	"21°46´53.579"N"	"102°15´01.725"W"	"21.78154900"	"-102.25047900"	"1982"	"F13D19"	"30"	"15"	"15"	"6"
"010012306"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2306"	"El Paraíso"	"R"	"21°56´38.448"N"	"102°09´58.280"W"	"21.94401300"	"-102.16618900"	"2051"	"F13D19"	"11"	"*"	"*"	"2"
"010012308"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2308"	"El Polvorín (Mirador TV Azteca)"	"R"	"21°51´49.457"N"	"102°13´36.739"W"	"21.86373800"	"-102.22687100"	"2001"	"F13D19"	"193"	"99"	"94"	"48"
"010012309"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2309"	"Pozo el Trigo"	"R"	"21°53´16.179"N"	"102°11´40.029"W"	"21.88782700"	"-102.19445200"	"2000"	"F13D19"	"96"	"51"	"45"	"27"
"010012310"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2310"	"La Primavera [Rancho]"	"R"	"21°40´50.497"N"	"102°21´24.754"W"	"21.68069300"	"-102.35687600"	"1844"	"F13D28"	"0"	"0"	"0"	"0"
"010012311"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2311"	"Procon"	"R"	"21°53´24.597"N"	"102°23´11.673"W"	"21.89016600"	"-102.38657600"	"1920"	"F13D18"	"4"	"*"	"*"	"2"
"010012312"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2312"	"La Puerta al Paraíso"	"R"	"21°51´35.493"N"	"102°22´35.840"W"	"21.85985900"	"-102.37662200"	"1892"	"F13D18"	"2"	"*"	"*"	"1"
"010012313"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2313"	"La Luna [Quinta]"	"R"	"21°52´32.394"N"	"102°22´28.484"W"	"21.87566400"	"-102.37457800"	"1907"	"F13D18"	"6"	"*"	"*"	"1"
"010012314"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2314"	"Quinta Rosalía"	"R"	"21°57´30.979"N"	"102°12´56.000"W"	"21.95860500"	"-102.21555600"	"1990"	"F13D19"	"0"	"0"	"0"	"0"
"010012315"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2315"	"La Esperanza [Quinta]"	"R"	"21°43´38.726"N"	"102°27´20.526"W"	"21.72742300"	"-102.45570200"	"1799"	"F13D28"	"0"	"0"	"0"	"0"
"010012316"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2316"	"Rancho Aurora"	"R"	"21°43´41.481"N"	"102°22´55.625"W"	"21.72818900"	"-102.38211700"	"1811"	"F13D28"	"5"	"*"	"*"	"1"
"010012317"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2317"	"Coronita [Rancho]"	"R"	"21°54´02.767"N"	"102°12´51.980"W"	"21.90076900"	"-102.21443900"	"1960"	"F13D19"	"-"	"-"	"-"	"-"
"010012318"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2318"	"Cielo Grande"	"R"	"21°54´00.934"N"	"102°21´24.368"W"	"21.90025900"	"-102.35676900"	"1880"	"F13D18"	"7"	"*"	"*"	"1"
"010012319"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2319"	"Rancho de Rogelio"	"R"	"21°47´20.377"N"	"102°14´23.778"W"	"21.78899300"	"-102.23993800"	"1995"	"F13D19"	"3"	"*"	"*"	"1"
"010012320"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2320"	"El Picacho [Rancho]"	"R"	"21°52´57.488"N"	"102°24´11.097"W"	"21.88263500"	"-102.40308300"	"1975"	"F13D18"	"5"	"*"	"*"	"1"
"010012321"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2321"	"Los Córdova [Rancho]"	"R"	"21°47´16.995"N"	"102°14´14.705"W"	"21.78805400"	"-102.23741800"	"1993"	"F13D19"	"0"	"0"	"0"	"0"
"010012322"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2322"	"Rancho Margaritas"	"R"	"21°54´02.224"N"	"102°19´42.005"W"	"21.90061800"	"-102.32833400"	"1852"	"F13D19"	"-"	"-"	"-"	"-"
"010012323"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2323"	"San José del Monte [Rancho]"	"R"	"21°47´54.933"N"	"102°20´52.000"W"	"21.79859200"	"-102.34777700"	"1860"	"F13D18"	"36"	"22"	"14"	"10"
"010012324"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2324"	"Santa Fe [Rancho]"	"R"	"21°55´33.857"N"	"102°14´25.459"W"	"21.92607100"	"-102.24040500"	"1977"	"F13D19"	"38"	"18"	"20"	"9"
"010012325"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2325"	"El Refugio"	"R"	"21°43´56.475"N"	"102°08´31.367"W"	"21.73235400"	"-102.14204600"	"1982"	"F13D29"	"0"	"0"	"0"	"0"
"010012326"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2326"	"San Antonio"	"R"	"21°59´31.215"N"	"102°10´09.792"W"	"21.99200400"	"-102.16938600"	"1938"	"F13D19"	"4"	"*"	"*"	"1"
"010012328"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2328"	"San Ignacio II y III"	"R"	"21°53´10.139"N"	"102°20´18.237"W"	"21.88614900"	"-102.33839900"	"1862"	"F13D18"	"287"	"133"	"154"	"91"
"010012329"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2329"	"San José"	"R"	"21°44´34.000"N"	"102°16´45.000"W"	"21.74277700"	"-102.27916600"	"1877"	"F13D29"	"-"	"-"	"-"	"-"
"010012330"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2330"	"San Miguelito"	"R"	"21°52´39.986"N"	"102°24´04.119"W"	"21.87777300"	"-102.40114400"	"1958"	"F13D18"	"10"	"*"	"*"	"2"
"010012331"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2331"	"Haro"	"R"	"21°47´21.991"N"	"102°13´38.724"W"	"21.78944200"	"-102.22742300"	"1991"	"F13D19"	"6"	"*"	"*"	"2"
"010012332"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2332"	"Los Tres Cuartos"	"R"	"21°56´26.112"N"	"102°09´40.019"W"	"21.94058600"	"-102.16111600"	"2063"	"F13D19"	"0"	"0"	"0"	"0"
"010012333"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2333"	"Granja de Lourdes"	"R"	"21°51´04.013"N"	"102°21´12.308"W"	"21.85111500"	"-102.35341900"	"1859"	"F13D18"	"6"	"*"	"*"	"1"
"010012334"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2334"	"Xaropa"	"R"	"21°49´45.135"N"	"102°20´45.328"W"	"21.82920400"	"-102.34592400"	"1831"	"F13D18"	"4"	"*"	"*"	"1"
"010012335"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2335"	"La Cabaña Roja"	"R"	"21°47´45.619"N"	"102°05´42.603"W"	"21.79600500"	"-102.09516700"	"2000"	"F13D19"	"10"	"*"	"*"	"2"
"010012336"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2336"	"La Canterita"	"R"	"21°41´52.130"N"	"102°27´16.899"W"	"21.69781400"	"-102.45469400"	"1776"	"F13D28"	"2"	"*"	"*"	"1"
"010012337"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2337"	"Granja Chela"	"R"	"21°45´51.283"N"	"102°29´14.275"W"	"21.76424500"	"-102.48729800"	"1912"	"F13D18"	"0"	"0"	"0"	"0"
"010012338"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2338"	"Granja Francis"	"R"	"21°54´36.040"N"	"102°13´49.575"W"	"21.91001100"	"-102.23043700"	"2000"	"F13D19"	"0"	"0"	"0"	"0"
"010012339"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2339"	"Granja Marisela (La Carretilla)"	"R"	"21°37´20.865"N"	"102°19´33.237"W"	"21.62246200"	"-102.32589900"	"1820"	"F13D29"	"4"	"*"	"*"	"2"
"010012341"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2341"	"El Maguey"	"R"	"21°42´18.851"N"	"102°08´57.498"W"	"21.70523600"	"-102.14930500"	"2000"	"F13D29"	"18"	"8"	"10"	"4"
"010012342"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2342"	"La Gaviota [Rancho]"	"R"	"21°41´49.816"N"	"102°19´37.097"W"	"21.69717100"	"-102.32697100"	"1850"	"F13D29"	"1"	"*"	"*"	"1"
"010012343"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2343"	"La Puerta Número 5 [Rancho]"	"R"	"21°41´54.919"N"	"102°19´40.425"W"	"21.69858800"	"-102.32789500"	"1850"	"F13D29"	"0"	"0"	"0"	"0"
"010012344"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2344"	"Los Álamos [Rancho]"	"R"	"21°43´33.036"N"	"102°31´29.903"W"	"21.72584300"	"-102.52497200"	"1934"	"F13D28"	"0"	"0"	"0"	"0"
"010012345"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2345"	"San José"	"R"	"21°47´38.722"N"	"102°19´37.816"W"	"21.79408900"	"-102.32717000"	"1872"	"F13D19"	"0"	"0"	"0"	"0"
"010012346"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2346"	"Los Valdez"	"R"	"21°49´08.669"N"	"102°12´01.587"W"	"21.81907400"	"-102.20044100"	"1958"	"F13D19"	"0"	"0"	"0"	"0"
"010012349"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2349"	"Los Apalillos"	"R"	"22°02´40.600"N"	"102°07´46.362"W"	"22.04461100"	"-102.12954400"	"1946"	"F13B89"	"20"	"13"	"7"	"6"
"010012350"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2350"	"Cañada de los Caballos"	"R"	"21°51´17.152"N"	"102°10´58.701"W"	"21.85476400"	"-102.18297200"	"2020"	"F13D19"	"1"	"*"	"*"	"1"
"010012351"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2351"	"Florida Ranch"	"R"	"21°55´52.830"N"	"102°11´56.618"W"	"21.93134100"	"-102.19906000"	"1988"	"F13D19"	"2"	"*"	"*"	"1"
"010012352"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2352"	"Norias de Paso Hondo (La Lomita) [Ejido]"	"R"	"21°51´44.878"N"	"102°11´42.162"W"	"21.86246600"	"-102.19504500"	"2004"	"F13D19"	"72"	"42"	"30"	"19"
"010012353"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2353"	"El Ranchito"	"R"	"22°02´45.206"N"	"102°07´09.807"W"	"22.04589000"	"-102.11939000"	"1949"	"F13B89"	"9"	"*"	"*"	"2"
"010012354"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2354"	"Ninguno"	"R"	"21°54´53.469"N"	"102°12´45.196"W"	"21.91485300"	"-102.21255400"	"2002"	"F13D19"	"0"	"0"	"0"	"0"
"010012355"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2355"	"El Mirasol"	"R"	"21°45´56.565"N"	"102°06´19.333"W"	"21.76571300"	"-102.10537000"	"1978"	"F13D19"	"-"	"-"	"-"	"-"
"010012356"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2356"	"Los Sánchez"	"R"	"21°47´08.686"N"	"102°06´48.928"W"	"21.78574600"	"-102.11359100"	"1996"	"F13D19"	"0"	"0"	"0"	"0"
"010012357"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2357"	"Los Troncones"	"R"	"22°02´56.226"N"	"102°07´34.174"W"	"22.04895100"	"-102.12615900"	"1954"	"F13B89"	"0"	"0"	"0"	"0"
"010012359"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2359"	"Granja Lupita"	"R"	"21°59´46.188"N"	"102°10´06.068"W"	"21.99616300"	"-102.16835200"	"1933"	"F13D19"	"4"	"*"	"*"	"1"
"010012361"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2361"	"El Rodeo"	"R"	"21°53´13.715"N"	"102°20´09.244"W"	"21.88714300"	"-102.33590100"	"1860"	"F13D18"	"-"	"-"	"-"	"-"
"010012362"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2362"	"Anexo al Palomino II"	"R"	"21°55´32.000"N"	"102°14´46.000"W"	"21.92555500"	"-102.24611100"	"2002"	"F13D19"	"-"	"-"	"-"	"-"
"010012363"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2363"	"Anexo al Palomino"	"R"	"21°55´20.489"N"	"102°15´03.354"W"	"21.92235700"	"-102.25093200"	"1994"	"F13D19"	"3"	"*"	"*"	"2"
"010012364"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2364"	"La Soledad"	"R"	"21°56´59.167"N"	"102°16´41.588"W"	"21.94976800"	"-102.27821800"	"1914"	"F13D19"	"2"	"*"	"*"	"1"
"010012365"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2365"	"El Rocío"	"R"	"21°54´27.713"N"	"102°14´13.903"W"	"21.90769800"	"-102.23719500"	"1993"	"F13D19"	"4"	"*"	"*"	"1"
"010012367"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2367"	"Villas del Mediterráneo"	"R"	"21°50´35.549"N"	"102°19´48.262"W"	"21.84320800"	"-102.33007200"	"1841"	"F13D19"	"-"	"-"	"-"	"-"
"010012368"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2368"	"El Potrerillo [Fraccionamiento Campestre]"	"R"	"21°46´49.394"N"	"102°17´02.586"W"	"21.78038700"	"-102.28405100"	"1865"	"F13D19"	"10"	"7"	"3"	"3"
"010012369"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2369"	"San Sebastián [Fraccionamiento]"	"R"	"21°49´08.242"N"	"102°16´12.696"W"	"21.81895500"	"-102.27019300"	"1897"	"F13D19"	"-"	"-"	"-"	"-"
"010012371"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2371"	"Cartagena [Fraccionamiento]"	"R"	"21°57´23.266"N"	"102°16´34.769"W"	"21.95646300"	"-102.27632400"	"1911"	"F13D19"	"3903"	"1982"	"1921"	"1134"
"010012373"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2373"	"Adaptaciones y Pailería Cervantes"	"R"	"21°51´56.391"N"	"102°22´17.112"W"	"21.86566400"	"-102.37141900"	"1893"	"F13D18"	"0"	"0"	"0"	"0"
"010012374"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2374"	"El Árbol"	"R"	"21°49´27.708"N"	"102°13´01.981"W"	"21.82436300"	"-102.21721600"	"1969"	"F13D19"	"0"	"0"	"0"	"0"
"010012375"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2375"	"El Centinela"	"R"	"21°50´48.360"N"	"102°14´18.777"W"	"21.84676600"	"-102.23854900"	"1987"	"F13D19"	"3"	"*"	"*"	"1"
"010012376"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2376"	"Che Guevara [Colonia]"	"R"	"21°53´23.600"N"	"102°12´28.460"W"	"21.88988900"	"-102.20790600"	"1973"	"F13D19"	"439"	"225"	"214"	"94"
"010012377"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2377"	"Costa Chica"	"R"	"21°43´40.431"N"	"102°23´16.952"W"	"21.72789700"	"-102.38804200"	"1815"	"F13D28"	"7"	"*"	"*"	"1"
"010012378"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2378"	"Las Durazneras"	"R"	"21°53´56.869"N"	"102°23´09.256"W"	"21.89913000"	"-102.38590400"	"1900"	"F13D18"	"2"	"*"	"*"	"1"
"010012379"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2379"	"Edén los Sabinos"	"R"	"21°44´08.682"N"	"102°21´53.343"W"	"21.73574500"	"-102.36481800"	"1860"	"F13D28"	"58"	"26"	"32"	"20"
"010012380"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2380"	"Venustiano Carranza [Ejido]"	"R"	"21°46´25.383"N"	"102°23´02.936"W"	"21.77371700"	"-102.38414900"	"1869"	"F13D18"	"64"	"31"	"33"	"14"
"010012381"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2381"	"Vista Hermosa [Fraccionamiento]"	"R"	"21°53´27.861"N"	"102°11´49.510"W"	"21.89107200"	"-102.19708600"	"2019"	"F13D19"	"54"	"26"	"28"	"16"
"010012382"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2382"	"Amarillo [Granja]"	"R"	"21°52´43.108"N"	"102°21´04.241"W"	"21.87864000"	"-102.35117800"	"1854"	"F13D18"	"6"	"*"	"*"	"1"
"010012383"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2383"	"La Laguna [Granja]"	"R"	"21°53´25.000"N"	"102°20´17.000"W"	"21.89027700"	"-102.33805500"	"1863"	"F13D18"	"-"	"-"	"-"	"-"
"010012384"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2384"	"La Salada [Granja]"	"R"	"21°48´44.996"N"	"102°21´08.710"W"	"21.81249900"	"-102.35241900"	"1844"	"F13D18"	"0"	"0"	"0"	"0"
"010012385"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2385"	"La Trinidad [Granja]"	"R"	"21°47´06.744"N"	"102°21´16.744"W"	"21.78520600"	"-102.35465100"	"1861"	"F13D18"	"4"	"*"	"*"	"1"
"010012386"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2386"	"Las Palmas [Granja]"	"R"	"21°54´13.633"N"	"102°20´12.764"W"	"21.90378700"	"-102.33687900"	"1866"	"F13D18"	"0"	"0"	"0"	"0"
"010012387"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2387"	"Ninguno"	"R"	"21°42´00.937"N"	"102°19´35.884"W"	"21.70026000"	"-102.32663400"	"1851"	"F13D29"	"0"	"0"	"0"	"0"
"010012388"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2388"	"Ninguno"	"R"	"21°54´14.775"N"	"102°20´15.807"W"	"21.90410400"	"-102.33772400"	"1869"	"F13D18"	"9"	"*"	"*"	"2"
"010012389"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2389"	"El Maguey"	"R"	"21°44´25.583"N"	"102°24´20.643"W"	"21.74043900"	"-102.40573400"	"1835"	"F13D28"	"12"	"9"	"3"	"4"
"010012390"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2390"	"El Paraíso"	"R"	"21°53´44.936"N"	"102°21´29.676"W"	"21.89581500"	"-102.35824300"	"1875"	"F13D18"	"5"	"*"	"*"	"1"
"010012391"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2391"	"El Pastizal"	"R"	"21°43´39.955"N"	"102°23´22.947"W"	"21.72776500"	"-102.38970700"	"1813"	"F13D28"	"3"	"*"	"*"	"1"
"010012393"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2393"	"Rancho Alegre"	"R"	"21°47´30.233"N"	"102°22´52.638"W"	"21.79173100"	"-102.38128800"	"1881"	"F13D18"	"2"	"*"	"*"	"1"
"010012394"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2394"	"Cañada de las Palmas [Rancho]"	"R"	"21°48´24.892"N"	"102°11´51.772"W"	"21.80691400"	"-102.19771400"	"1994"	"F13D19"	"6"	"*"	"*"	"2"
"010012395"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2395"	"Rancho de la Ciudad de los Niños"	"R"	"21°50´38.031"N"	"102°21´56.724"W"	"21.84389700"	"-102.36575700"	"1862"	"F13D18"	"5"	"*"	"*"	"1"
"010012396"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2396"	"El Ciervo [Rancho]"	"R"	"21°42´08.287"N"	"102°19´38.420"W"	"21.70230200"	"-102.32733800"	"1852"	"F13D29"	"31"	"18"	"13"	"4"
"010012397"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2397"	"La Roca [Rancho]"	"R"	"21°46´34.265"N"	"102°14´56.381"W"	"21.77618400"	"-102.24899400"	"1956"	"F13D19"	"0"	"0"	"0"	"0"
"010012398"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2398"	"Los Bajíos de San Bartolo [Rancho]"	"R"	"21°43´54.233"N"	"102°09´59.782"W"	"21.73173100"	"-102.16660600"	"1969"	"F13D29"	"26"	"12"	"14"	"5"
"010012399"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2399"	"Peñuelas [Rancho]"	"R"	"21°45´10.812"N"	"102°14´09.812"W"	"21.75300300"	"-102.23605900"	"1977"	"F13D19"	"5"	"*"	"*"	"1"
"010012400"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2400"	"Santa Fe (El Arquito) [Rancho]"	"R"	"21°43´54.632"N"	"102°28´36.618"W"	"21.73184200"	"-102.47683800"	"1829"	"F13D28"	"0"	"0"	"0"	"0"
